,FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
634,48339,48339,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.707434,0,0.565
635,48339,48339,OO_01,OO_01,UN,NA,1,0,0,0,-1,0.701858,0,0.6045
636,48339,48339,OO_01_1,OO_01_1,UN,NA,1,0,0,0,-1,0.702601,0,0.5736
637,48339,48339,OO_02,OO_02,UN,NA,1,0,0,0,-1,0.699669,0,0.5784
638,48339,48339,OO_02_1,OO_02_1,UN,NA,1,0,0,0,-1,0.701764,0,0.6114
639,48339,48339,OO_03_1,OO_03_1,UN,NA,1,0,0,0,-1,0.701532,0,0.5907
640,48339,48339,OO_04_1,OO_04_1,UN,NA,1,0,0,0,-1,0.701854,0,0.5982
641,48339,48339,OO_05_1,OO_05_1,UN,NA,1,0,0,0,-1,0.701582,0,0.582
642,48339,48339,OO_06_1,OO_06_1,UN,NA,1,0,0,0,-1,0.700231,0,0.5527
643,48339,48339,OO_07,OO_07,UN,NA,1,0,0,0,-1,0.695858,0,0.5846
644,48339,48339,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.705108,0,0.6009
645,48339,48339,OO_08_1,OO_08_1,UN,NA,1,0,0,0,-1,0.701504,0,0.5986
646,48339,48339,OO_09_1,OO_09_1,UN,NA,1,0,0,0,-1,0.703963,0,0.6315
647,48339,48339,OO_10,OO_10,UN,NA,1,0,0,0,-1,0.697592,0,0.5638
648,48339,48339,OO_10_1pos2,OO_10_1pos2,UN,NA,1,0,0,0,-1,0.698227,0,0.5785
649,48339,48339,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.696423,0,0.5138
650,48339,48339,OO_11_1,OO_11_1,UN,NA,1,0,0,0,-1,0.699473,0,0.5735
651,48339,48339,OO_13,OO_13,UN,NA,1,0,0,0,-1,0.699321,0,0.5592
652,48339,48339,OO_14,OO_14,UN,NA,1,0,0,0,-1,0.698934,0,0.5735
653,48339,48339,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.699714,0,0.5811
654,48339,48339,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.698825,0,0.5904
655,48339,48339,OO_17,OO_17,UN,NA,1,0,0,0,-1,0.699715,0,0.5831
656,48339,48339,OO_18,OO_18,UN,NA,1,0,0,0,-1,0.699583,0,0.5979
657,48339,48339,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.708933,0,0.5847
658,48339,48339,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.709046,0,0.6128
659,48339,48339,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.707909,0,0.5697
664,48339KWEG2012,48339KWEG2012,ARPI_2013_4001,ARPI_2013_4001,UN,NA,1,0,0,0,-1,0.69977,0,0.5802
665,48339KWEG2012,48339KWEG2012,ARPI_2013_4002,ARPI_2013_4002,UN,NA,1,0,0,0,-1,0.703848,0,0.6091
666,48339KWEG2012,48339KWEG2012,ARPI_2013_4003,ARPI_2013_4003,UN,NA,1,0,0,0,-1,0.695685,0,0.5967
667,48339KWEG2012,48339KWEG2012,ARPI_2013_4004,ARPI_2013_4004,UN,NA,1,0,0,0,-1,0.700033,0,0.6263
668,48339KWEG2012,48339KWEG2012,ARPI_2013_4005,ARPI_2013_4005,UN,NA,1,0,0,0,-1,0.701937,0,0.5536
669,48339KWEG2012,48339KWEG2012,ARPI_2013_4006,ARPI_2013_4006,UN,NA,1,0,0,0,-1,0.696746,0,0.5772
670,48339KWEG2012,48339KWEG2012,ARPI_2013_4007,ARPI_2013_4007,UN,NA,1,0,0,0,-1,0.703107,0,0.5934
673,48339KWEG2012,48339KWEG2012,B045,B045,UN,NA,1,0,0,0,-1,0.708643,0,0.6657
674,48339KWEG2012,48339KWEG2012,D118_2,D118_2,UN,NA,1,0,0,0,-1,0.689036,0,0.5025
675,48339KWEG2012,48339KWEG2012,GRNL_KW_2021_01,GRNL_KW_2021_01,UN,NA,1,0,0,0,-1,0.719391,0,0.5809
677,48339KWEG2012,48339KWEG2012,GRNL_KW_2021_03,GRNL_KW_2021_03,UN,NA,1,0,0,0,-1,0.719381,0,0.5568
678,48339KWEG2012,48339KWEG2012,KW1,KW1,UN,NA,1,0,0,0,-1,0.708399,0,0.6043
679,48339KWEG2012,48339KWEG2012,KW2,KW2,UN,NA,1,0,0,0,-1,0.708227,0,0.5884
680,48339KWEG2012,48339KWEG2012,KW_2020_PG_01,KW_2020_PG_01,UN,NA,1,0,0,0,-1,0.701336,0,0.5733
681,48339KWEG2012,48339KWEG2012,KW_2020_PG_02,KW_2020_PG_02,UN,NA,1,0,0,0,-1,0.70063,0,0.5745
682,48339KWEG2012,48339KWEG2012,KW_2020_PG_03,KW_2020_PG_03,UN,NA,1,0,0,0,-1,0.698841,0,0.5935
683,48339KWEG2012,48339KWEG2012,KW_2020_PG_04,KW_2020_PG_04,UN,NA,1,0,0,0,-1,0.700102,0,0.5873
684,48339KWEG2012,48339KWEG2012,KW_2020_PG_05,KW_2020_PG_05,UN,NA,1,0,0,0,-1,0.70141,0,0.6075
685,48339KWEG2012,48339KWEG2012,KW_2020_PG_06,KW_2020_PG_06,UN,NA,1,0,0,0,-1,0.696089,0,0.5798
686,48339KWEG2012,48339KWEG2012,KW_2020_PG_07,KW_2020_PG_07,UN,NA,1,0,0,0,-1,0.698883,0,0.5926
687,48339KWEG2012,48339KWEG2012,KW_2020_PG_09,KW_2020_PG_09,UN,NA,1,0,0,0,-1,0.701617,0,0.6245
688,48339KWEG2012,48339KWEG2012,KW_2020_PG_11,KW_2020_PG_11,UN,NA,1,0,0,0,-1,0.699687,0,0.5984
689,48339KWEG2012,48339KWEG2012,KW_2020_PG_12,KW_2020_PG_12,UN,NA,1,0,0,0,-1,0.701379,0,0.586
690,48339KWEG2012,48339KWEG2012,KW_2020_PG_15,KW_2020_PG_15,UN,NA,1,0,0,0,-1,0.698782,0,0.583
691,48339KWEG2012,48339KWEG2012,KW_2020_PG_16,KW_2020_PG_16,UN,NA,1,0,0,0,-1,0.699018,0,0.5771
692,48339KWEG2012,48339KWEG2012,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.703368,0,0.5848
693,48339KWEG2012,48339KWEG2012,KW_2020_PG_18,KW_2020_PG_18,UN,NA,1,0,0,0,-1,0.696275,0,0.5708
694,48339KWEG2012,48339KWEG2012,KW_2020_PG_19,KW_2020_PG_19,UN,NA,1,0,0,0,-1,0.701547,0,0.607
695,48339KWEG2012,48339KWEG2012,KW_2020_PG_20,KW_2020_PG_20,UN,NA,1,0,0,0,-1,0.700051,0,0.5781
696,48339KWEG2012,48339KWEG2012,KW_2020_PG_21,KW_2020_PG_21,UN,NA,1,0,0,0,-1,0.69946,0,0.5798
697,48339KWEG2012,48339KWEG2012,KW_2020_PG_22,KW_2020_PG_22,UN,NA,1,0,0,0,-1,0.703672,0,0.6241
698,48339KWEG2012,48339KWEG2012,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.703434,0,0.589
699,48339KWEG2012,48339KWEG2012,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.704454,0,0.5802
700,48339KWEG2012,48339KWEG2012,KW_2020_PI_02,KW_2020_PI_02,UN,NA,1,0,0,0,-1,0.698171,0,0.6121
701,48339KWEG2012,48339KWEG2012,KW_2020_PI_03,KW_2020_PI_03,UN,NA,1,0,0,0,-1,0.702975,0,0.5708
702,48339KWEG2012,48339KWEG2012,KW_2020_PI_05,KW_2020_PI_05,UN,NA,1,0,0,0,-1,0.699353,0,0.5679
703,48339KWEG2012,48339KWEG2012,KW_2020_PI_06,KW_2020_PI_06,UN,NA,1,0,0,0,-1,0.699319,0,0.5826
704,48339KWEG2012,48339KWEG2012,KW_2020_PI_07,KW_2020_PI_07,UN,NA,1,0,0,0,-1,0.697814,0,0.6005
705,48339KWEG2012,48339KWEG2012,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.688818,0,0.4937
706,48339KWEG2012,48339KWEG2012,KW_2020_PI_10,KW_2020_PI_10,UN,NA,1,0,0,0,-1,0.703409,0,0.6024
707,48339KWEG2012,48339KWEG2012,KW_2020_PI_12,KW_2020_PI_12,UN,NA,1,0,0,0,-1,0.696993,0,0.6015
708,48339KWEG2012,48339KWEG2012,KW_2020_PI_13,KW_2020_PI_13,UN,NA,1,0,0,0,-1,0.698774,0,0.5663
709,48339KWEG2012,48339KWEG2012,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.7034,0,0.5773
710,48339KWEG2012,48339KWEG2012,KW_2020_PI_15,KW_2020_PI_15,UN,NA,1,0,0,0,-1,0.703944,0,0.5881
711,48339KWEG2012,48339KWEG2012,KW_2022_PI_01,KW_2022_PI_01,UN,NA,1,0,0,0,-1,0.699962,0,0.548
712,48339KWEG2012,48339KWEG2012,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.707744,0,0.5806
713,48339KWEG2012,48339KWEG2012,OO_01,OO_01,UN,NA,1,0,0,0,-1,0.702219,0,0.6189
714,48339KWEG2012,48339KWEG2012,OO_01_1,OO_01_1,UN,NA,1,0,0,0,-1,0.702916,0,0.592
715,48339KWEG2012,48339KWEG2012,OO_02,OO_02,UN,NA,1,0,0,0,-1,0.700091,0,0.6016
716,48339KWEG2012,48339KWEG2012,OO_02_1,OO_02_1,UN,NA,1,0,0,0,-1,0.702074,0,0.63
717,48339KWEG2012,48339KWEG2012,OO_03_1,OO_03_1,UN,NA,1,0,0,0,-1,0.701806,0,0.6011
718,48339KWEG2012,48339KWEG2012,OO_04_1,OO_04_1,UN,NA,1,0,0,0,-1,0.702278,0,0.6046
719,48339KWEG2012,48339KWEG2012,OO_05_1,OO_05_1,UN,NA,1,0,0,0,-1,0.701865,0,0.6046
720,48339KWEG2012,48339KWEG2012,OO_06_1,OO_06_1,UN,NA,1,0,0,0,-1,0.700659,0,0.5664
721,48339KWEG2012,48339KWEG2012,OO_07,OO_07,UN,NA,1,0,0,0,-1,0.696345,0,0.6048
722,48339KWEG2012,48339KWEG2012,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.70534,0,0.6073
723,48339KWEG2012,48339KWEG2012,OO_08_1,OO_08_1,UN,NA,1,0,0,0,-1,0.701904,0,0.6124
724,48339KWEG2012,48339KWEG2012,OO_09_1,OO_09_1,UN,NA,1,0,0,0,-1,0.704344,0,0.6373
725,48339KWEG2012,48339KWEG2012,OO_10,OO_10,UN,NA,1,0,0,0,-1,0.697965,0,0.5783
726,48339KWEG2012,48339KWEG2012,OO_10_1pos2,OO_10_1pos2,UN,NA,1,0,0,0,-1,0.698602,0,0.5987
727,48339KWEG2012,48339KWEG2012,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.696773,0,0.5347
728,48339KWEG2012,48339KWEG2012,OO_11_1,OO_11_1,UN,NA,1,0,0,0,-1,0.699914,0,0.5807
729,48339KWEG2012,48339KWEG2012,OO_13,OO_13,UN,NA,1,0,0,0,-1,0.699679,0,0.5771
730,48339KWEG2012,48339KWEG2012,OO_14,OO_14,UN,NA,1,0,0,0,-1,0.699308,0,0.5763
731,48339KWEG2012,48339KWEG2012,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.700058,0,0.5885
732,48339KWEG2012,48339KWEG2012,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.699158,0,0.6099
733,48339KWEG2012,48339KWEG2012,OO_17,OO_17,UN,NA,1,0,0,0,-1,0.700153,0,0.6048
734,48339KWEG2012,48339KWEG2012,OO_18,OO_18,UN,NA,1,0,0,0,-1,0.700033,0,0.6114
735,48339KWEG2012,48339KWEG2012,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.70914,0,0.607
736,48339KWEG2012,48339KWEG2012,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.709322,0,0.6187
737,48339KWEG2012,48339KWEG2012,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.708189,0,0.5906
741,48340KWEG2012,48340KWEG2012,ARPI_2013_4001,ARPI_2013_4001,UN,NA,1,0,0,0,-1,0.700004,0,0.5635
742,48340KWEG2012,48340KWEG2012,ARPI_2013_4002,ARPI_2013_4002,UN,NA,1,0,0,0,-1,0.702653,0,0.5885
743,48340KWEG2012,48340KWEG2012,ARPI_2013_4003,ARPI_2013_4003,UN,NA,1,0,0,0,-1,0.694824,0,0.5333
744,48340KWEG2012,48340KWEG2012,ARPI_2013_4004,ARPI_2013_4004,UN,NA,1,0,0,0,-1,0.69906,0,0.5714
745,48340KWEG2012,48340KWEG2012,ARPI_2013_4005,ARPI_2013_4005,UN,NA,1,0,0,0,-1,0.701638,0,0.5496
746,48340KWEG2012,48340KWEG2012,ARPI_2013_4006,ARPI_2013_4006,UN,NA,1,0,0,0,-1,0.695826,0,0.568
747,48340KWEG2012,48340KWEG2012,ARPI_2013_4007,ARPI_2013_4007,UN,NA,1,0,0,0,-1,0.702142,0,0.5368
750,48340KWEG2012,48340KWEG2012,B045,B045,UN,NA,1,0,0,0,-1,0.707256,0,0.5932
751,48340KWEG2012,48340KWEG2012,D118_2,D118_2,UN,NA,1,0,0,0,-1,0.688482,0,0.4855
752,48340KWEG2012,48340KWEG2012,GRNL_KW_2021_01,GRNL_KW_2021_01,UN,NA,1,0,0,0,-1,0.71918,0,0.5418
754,48340KWEG2012,48340KWEG2012,GRNL_KW_2021_03,GRNL_KW_2021_03,UN,NA,1,0,0,0,-1,0.718505,0,0.5154
755,48340KWEG2012,48340KWEG2012,KW1,KW1,UN,NA,1,0,0,0,-1,0.707239,0,0.5364
756,48340KWEG2012,48340KWEG2012,KW2,KW2,UN,NA,1,0,0,0,-1,0.707221,0,0.5654
757,48340KWEG2012,48340KWEG2012,KW_2020_PG_01,KW_2020_PG_01,UN,NA,1,0,0,0,-1,0.700643,0,0.5513
758,48340KWEG2012,48340KWEG2012,KW_2020_PG_02,KW_2020_PG_02,UN,NA,1,0,0,0,-1,0.699554,0,0.5218
759,48340KWEG2012,48340KWEG2012,KW_2020_PG_03,KW_2020_PG_03,UN,NA,1,0,0,0,-1,0.698239,0,0.5585
760,48340KWEG2012,48340KWEG2012,KW_2020_PG_04,KW_2020_PG_04,UN,NA,1,0,0,0,-1,0.698781,0,0.5144
761,48340KWEG2012,48340KWEG2012,KW_2020_PG_05,KW_2020_PG_05,UN,NA,1,0,0,0,-1,0.700885,0,0.5507
762,48340KWEG2012,48340KWEG2012,KW_2020_PG_06,KW_2020_PG_06,UN,NA,1,0,0,0,-1,0.695272,0,0.5783
763,48340KWEG2012,48340KWEG2012,KW_2020_PG_07,KW_2020_PG_07,UN,NA,1,0,0,0,-1,0.698229,0,0.5601
764,48340KWEG2012,48340KWEG2012,KW_2020_PG_09,KW_2020_PG_09,UN,NA,1,0,0,0,-1,0.700324,0,0.5594
765,48340KWEG2012,48340KWEG2012,KW_2020_PG_11,KW_2020_PG_11,UN,NA,1,0,0,0,-1,0.698682,0,0.5544
766,48340KWEG2012,48340KWEG2012,KW_2020_PG_12,KW_2020_PG_12,UN,NA,1,0,0,0,-1,0.700655,0,0.5614
767,48340KWEG2012,48340KWEG2012,KW_2020_PG_15,KW_2020_PG_15,UN,NA,1,0,0,0,-1,0.698554,0,0.5525
768,48340KWEG2012,48340KWEG2012,KW_2020_PG_16,KW_2020_PG_16,UN,NA,1,0,0,0,-1,0.697611,0,0.5201
769,48340KWEG2012,48340KWEG2012,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.701562,0,0.5566
770,48340KWEG2012,48340KWEG2012,KW_2020_PG_18,KW_2020_PG_18,UN,NA,1,0,0,0,-1,0.69544,0,0.5673
771,48340KWEG2012,48340KWEG2012,KW_2020_PG_19,KW_2020_PG_19,UN,NA,1,0,0,0,-1,0.700238,0,0.5469
772,48340KWEG2012,48340KWEG2012,KW_2020_PG_20,KW_2020_PG_20,UN,NA,1,0,0,0,-1,0.69876,0,0.5182
773,48340KWEG2012,48340KWEG2012,KW_2020_PG_21,KW_2020_PG_21,UN,NA,1,0,0,0,-1,0.699703,0,0.5589
774,48340KWEG2012,48340KWEG2012,KW_2020_PG_22,KW_2020_PG_22,UN,NA,1,0,0,0,-1,0.701633,0,0.5811
775,48340KWEG2012,48340KWEG2012,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.701614,0,0.5507
776,48340KWEG2012,48340KWEG2012,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.702452,0,0.5518
777,48340KWEG2012,48340KWEG2012,KW_2020_PI_02,KW_2020_PI_02,UN,NA,1,0,0,0,-1,0.697439,0,0.5601
778,48340KWEG2012,48340KWEG2012,KW_2020_PI_03,KW_2020_PI_03,UN,NA,1,0,0,0,-1,0.702322,0,0.5619
779,48340KWEG2012,48340KWEG2012,KW_2020_PI_05,KW_2020_PI_05,UN,NA,1,0,0,0,-1,0.699821,0,0.5515
780,48340KWEG2012,48340KWEG2012,KW_2020_PI_06,KW_2020_PI_06,UN,NA,1,0,0,0,-1,0.699852,0,0.5564
781,48340KWEG2012,48340KWEG2012,KW_2020_PI_07,KW_2020_PI_07,UN,NA,1,0,0,0,-1,0.697176,0,0.5486
782,48340KWEG2012,48340KWEG2012,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.689084,0,0.4671
783,48340KWEG2012,48340KWEG2012,KW_2020_PI_10,KW_2020_PI_10,UN,NA,1,0,0,0,-1,0.703051,0,0.5446
784,48340KWEG2012,48340KWEG2012,KW_2020_PI_12,KW_2020_PI_12,UN,NA,1,0,0,0,-1,0.695822,0,0.5393
785,48340KWEG2012,48340KWEG2012,KW_2020_PI_13,KW_2020_PI_13,UN,NA,1,0,0,0,-1,0.698394,0,0.5402
786,48340KWEG2012,48340KWEG2012,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.703161,0,0.5593
787,48340KWEG2012,48340KWEG2012,KW_2020_PI_15,KW_2020_PI_15,UN,NA,1,0,0,0,-1,0.703433,0,0.548
788,48340KWEG2012,48340KWEG2012,KW_2022_PI_01,KW_2022_PI_01,UN,NA,1,0,0,0,-1,0.69847,0,0.5432
789,48340KWEG2012,48340KWEG2012,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.707238,0,0.5572
790,48340KWEG2012,48340KWEG2012,OO_01,OO_01,UN,NA,1,0,0,0,-1,0.701406,0,0.5426
791,48340KWEG2012,48340KWEG2012,OO_01_1,OO_01_1,UN,NA,1,0,0,0,-1,0.701089,0,0.5503
792,48340KWEG2012,48340KWEG2012,OO_02,OO_02,UN,NA,1,0,0,0,-1,0.699341,0,0.5692
793,48340KWEG2012,48340KWEG2012,OO_02_1,OO_02_1,UN,NA,1,0,0,0,-1,0.701657,0,0.5627
794,48340KWEG2012,48340KWEG2012,OO_03_1,OO_03_1,UN,NA,1,0,0,0,-1,0.700843,0,0.5624
795,48340KWEG2012,48340KWEG2012,OO_04_1,OO_04_1,UN,NA,1,0,0,0,-1,0.702019,0,0.563
796,48340KWEG2012,48340KWEG2012,OO_05_1,OO_05_1,UN,NA,1,0,0,0,-1,0.700894,0,0.5647
797,48340KWEG2012,48340KWEG2012,OO_06_1,OO_06_1,UN,NA,1,0,0,0,-1,0.699883,0,0.5262
798,48340KWEG2012,48340KWEG2012,OO_07,OO_07,UN,NA,1,0,0,0,-1,0.695198,0,0.5405
799,48340KWEG2012,48340KWEG2012,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.704152,0,0.5466
800,48340KWEG2012,48340KWEG2012,OO_08_1,OO_08_1,UN,NA,1,0,0,0,-1,0.701969,0,0.5755
801,48340KWEG2012,48340KWEG2012,OO_09_1,OO_09_1,UN,NA,1,0,0,0,-1,0.7031,0,0.6094
802,48340KWEG2012,48340KWEG2012,OO_10,OO_10,UN,NA,1,0,0,0,-1,0.696696,0,0.5417
803,48340KWEG2012,48340KWEG2012,OO_10_1pos2,OO_10_1pos2,UN,NA,1,0,0,0,-1,0.698336,0,0.5745
804,48340KWEG2012,48340KWEG2012,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.697204,0,0.5116
805,48340KWEG2012,48340KWEG2012,OO_11_1,OO_11_1,UN,NA,1,0,0,0,-1,0.699222,0,0.5694
806,48340KWEG2012,48340KWEG2012,OO_13,OO_13,UN,NA,1,0,0,0,-1,0.698344,0,0.5567
807,48340KWEG2012,48340KWEG2012,OO_14,OO_14,UN,NA,1,0,0,0,-1,0.698211,0,0.5364
808,48340KWEG2012,48340KWEG2012,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.699837,0,0.5864
809,48340KWEG2012,48340KWEG2012,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.698912,0,0.5794
810,48340KWEG2012,48340KWEG2012,OO_17,OO_17,UN,NA,1,0,0,0,-1,0.699345,0,0.5751
811,48340KWEG2012,48340KWEG2012,OO_18,OO_18,UN,NA,1,0,0,0,-1,0.699856,0,0.5702
812,48340KWEG2012,48340KWEG2012,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.708244,0,0.5565
813,48340KWEG2012,48340KWEG2012,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.708619,0,0.5695
814,48340KWEG2012,48340KWEG2012,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.708053,0,0.5476
817,48341,48341,ARPI_2013_4001,ARPI_2013_4001,UN,NA,1,0,0,0,-1,0.699145,0,0.5617
818,48341,48341,ARPI_2013_4002,ARPI_2013_4002,UN,NA,1,0,0,0,-1,0.703754,0,0.5543
819,48341,48341,ARPI_2013_4003,ARPI_2013_4003,UN,NA,1,0,0,0,-1,0.695177,0,0.5128
820,48341,48341,ARPI_2013_4004,ARPI_2013_4004,UN,NA,1,0,0,0,-1,0.699486,0,0.5406
821,48341,48341,ARPI_2013_4005,ARPI_2013_4005,UN,NA,1,0,0,0,-1,0.701815,0,0.5364
822,48341,48341,ARPI_2013_4006,ARPI_2013_4006,UN,NA,1,0,0,0,-1,0.695907,0,0.5506
823,48341,48341,ARPI_2013_4007,ARPI_2013_4007,UN,NA,1,0,0,0,-1,0.702494,0,0.5313
826,48341,48341,B045,B045,UN,NA,1,0,0,0,-1,0.708727,0,0.5811
827,48341,48341,D118_2,D118_2,UN,NA,1,0,0,0,-1,0.688511,0,0.4647
828,48341,48341,GRNL_KW_2021_01,GRNL_KW_2021_01,UN,NA,1,0,0,0,-1,0.718821,0,0.5201
830,48341,48341,GRNL_KW_2021_03,GRNL_KW_2021_03,UN,NA,1,0,0,0,-1,0.717822,0,0.5064
831,48341,48341,KW1,KW1,UN,NA,1,0,0,0,-1,0.70808,0,0.5373
832,48341,48341,KW2,KW2,UN,NA,1,0,0,0,-1,0.707359,0,0.5263
833,48341,48341,KW_2020_PG_01,KW_2020_PG_01,UN,NA,1,0,0,0,-1,0.701344,0,0.5546
834,48341,48341,KW_2020_PG_02,KW_2020_PG_02,UN,NA,1,0,0,0,-1,0.700774,0,0.5421
835,48341,48341,KW_2020_PG_03,KW_2020_PG_03,UN,NA,1,0,0,0,-1,0.698098,0,0.5569
836,48341,48341,KW_2020_PG_04,KW_2020_PG_04,UN,NA,1,0,0,0,-1,0.699344,0,0.5496
837,48341,48341,KW_2020_PG_05,KW_2020_PG_05,UN,NA,1,0,0,0,-1,0.701082,0,0.5489
838,48341,48341,KW_2020_PG_06,KW_2020_PG_06,UN,NA,1,0,0,0,-1,0.695423,0,0.5657
839,48341,48341,KW_2020_PG_07,KW_2020_PG_07,UN,NA,1,0,0,0,-1,0.698115,0,0.555
840,48341,48341,KW_2020_PG_09,KW_2020_PG_09,UN,NA,1,0,0,0,-1,0.701908,0,0.5796
841,48341,48341,KW_2020_PG_11,KW_2020_PG_11,UN,NA,1,0,0,0,-1,0.699389,0,0.5352
842,48341,48341,KW_2020_PG_12,KW_2020_PG_12,UN,NA,1,0,0,0,-1,0.701352,0,0.5657
843,48341,48341,KW_2020_PG_15,KW_2020_PG_15,UN,NA,1,0,0,0,-1,0.699772,0,0.5616
844,48341,48341,KW_2020_PG_16,KW_2020_PG_16,UN,NA,1,0,0,0,-1,0.698893,0,0.5396
845,48341,48341,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.701836,0,0.5129
846,48341,48341,KW_2020_PG_18,KW_2020_PG_18,UN,NA,1,0,0,0,-1,0.69562,0,0.5528
847,48341,48341,KW_2020_PG_19,KW_2020_PG_19,UN,NA,1,0,0,0,-1,0.701871,0,0.5791
848,48341,48341,KW_2020_PG_20,KW_2020_PG_20,UN,NA,1,0,0,0,-1,0.699314,0,0.5506
849,48341,48341,KW_2020_PG_21,KW_2020_PG_21,UN,NA,1,0,0,0,-1,0.698937,0,0.5599
850,48341,48341,KW_2020_PG_22,KW_2020_PG_22,UN,NA,1,0,0,0,-1,0.701426,0,0.5334
851,48341,48341,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.70186,0,0.5197
852,48341,48341,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.702035,0,0.5442
853,48341,48341,KW_2020_PI_02,KW_2020_PI_02,UN,NA,1,0,0,0,-1,0.698176,0,0.5568
854,48341,48341,KW_2020_PI_03,KW_2020_PI_03,UN,NA,1,0,0,0,-1,0.703298,0,0.5826
855,48341,48341,KW_2020_PI_05,KW_2020_PI_05,UN,NA,1,0,0,0,-1,0.699333,0,0.5241
856,48341,48341,KW_2020_PI_06,KW_2020_PI_06,UN,NA,1,0,0,0,-1,0.699257,0,0.521
857,48341,48341,KW_2020_PI_07,KW_2020_PI_07,UN,NA,1,0,0,0,-1,0.697892,0,0.5765
858,48341,48341,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.689222,0,0.4716
859,48341,48341,KW_2020_PI_10,KW_2020_PI_10,UN,NA,1,0,0,0,-1,0.703468,0,0.5602
860,48341,48341,KW_2020_PI_12,KW_2020_PI_12,UN,NA,1,0,0,0,-1,0.696038,0,0.5331
861,48341,48341,KW_2020_PI_13,KW_2020_PI_13,UN,NA,1,0,0,0,-1,0.698802,0,0.5318
862,48341,48341,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.702487,0,0.5256
863,48341,48341,KW_2020_PI_15,KW_2020_PI_15,UN,NA,1,0,0,0,-1,0.703272,0,0.5485
864,48341,48341,KW_2022_PI_01,KW_2022_PI_01,UN,NA,1,0,0,0,-1,0.699529,0,0.4988
865,48341,48341,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.708125,0,0.5627
866,48341,48341,OO_01,OO_01,UN,NA,1,0,0,0,-1,0.70149,0,0.5624
867,48341,48341,OO_01_1,OO_01_1,UN,NA,1,0,0,0,-1,0.701768,0,0.5569
868,48341,48341,OO_02,OO_02,UN,NA,1,0,0,0,-1,0.699134,0,0.5627
869,48341,48341,OO_02_1,OO_02_1,UN,NA,1,0,0,0,-1,0.700708,0,0.5502
870,48341,48341,OO_03_1,OO_03_1,UN,NA,1,0,0,0,-1,0.700284,0,0.5351
871,48341,48341,OO_04_1,OO_04_1,UN,NA,1,0,0,0,-1,0.702163,0,0.5304
872,48341,48341,OO_05_1,OO_05_1,UN,NA,1,0,0,0,-1,0.700293,0,0.543
873,48341,48341,OO_06_1,OO_06_1,UN,NA,1,0,0,0,-1,0.700212,0,0.5105
874,48341,48341,OO_07,OO_07,UN,NA,1,0,0,0,-1,0.695296,0,0.5483
