,FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
515,48338KWEG2012,48338KWEG2012,ARRB_xx_1291,ARRB_xx_1291,UN,NA,0.6168,0,0.3832,0.3832,-1,0.846673,0.9964,2.1995
1468,ARRB_2009_1291,ARRB_2009_1291,GRNL_KW_2021_02,GRNL_KW_2021_02,UN,NA,0.6168,0,0.3832,0.3832,-1,0.846665,0.9936,2.1852
891,48341,48341,Pang2013,Pang2013,UN,NA,0.6171,0,0.3829,0.3829,-1,0.846448,0.8829,2.0865
676,48339KWEG2012,48339KWEG2012,GRNL_KW_2021_02,GRNL_KW_2021_02,UN,NA,0.6172,0,0.3828,0.3828,-1,0.846622,1,2.4296
514,48338KWEG2012,48338KWEG2012,ARRB_2009_1291,ARRB_2009_1291,UN,NA,0.6179,0,0.3821,0.3821,-1,0.846407,0.9997,2.2582
581,48338KWEG2012,48338KWEG2012,Pang2013,Pang2013,UN,NA,0.6179,0,0.3821,0.3821,-1,0.846343,1,2.4731
171,48336,48336,Pang2013,Pang2013,UN,NA,0.6188,0,0.3812,0.3812,-1,0.846073,1,2.314
276,48337,48337,GRNL_KW_2021_02,GRNL_KW_2021_02,UN,NA,0.6189,0,0.3811,0.3811,-1,0.845751,6e-04,1.7887
255,48336KWEG2012,48336KWEG2012,Pang2013,Pang2013,UN,NA,0.6191,0,0.3809,0.3809,-1,0.846006,1,2.4118
358,48337KWEG2012,48337KWEG2012,GRNL_KW_2021_02,GRNL_KW_2021_02,UN,NA,0.6205,0,0.3795,0.3795,-1,0.845302,0.2656,1.957
86,48335KWEG2012,48335KWEG2012,Pang2013,Pang2013,UN,NA,0.6209,0,0.3791,0.3791,-1,0.84542,1,2.4555
338,48337,48337,Pang2013,Pang2013,UN,NA,0.625,0,0.375,0.375,-1,0.843539,2e-04,1.7677
420,48337KWEG2012,48337KWEG2012,Pang2013,Pang2013,UN,NA,0.6263,0,0.3737,0.3737,-1,0.843177,0.1208,1.9207
660,48339,48339,Pang2013,Pang2013,UN,NA,0.6272,0,0.3728,0.3728,-1,0.843533,0.9152,2.0991
738,48339KWEG2012,48339KWEG2012,Pang2013,Pang2013,UN,NA,0.6276,0,0.3724,0.3724,-1,0.843473,0.9991,2.2342
1246,ARPI_2013_4004,ARPI_2013_4004,OO_11_1,OO_11_1,UN,NA,0.3848,0.4905,0.1247,0.3699,-1,0.830358,1,6.2366
272,48337,48337,ARRB_xx_1291,ARRB_xx_1291,UN,NA,0.6326,0,0.3674,0.3674,-1,0.840692,0,1.5671
271,48337,48337,ARRB_2009_1291,ARRB_2009_1291,UN,NA,0.6339,0,0.3661,0.3661,-1,0.840294,0,1.5883
354,48337KWEG2012,48337KWEG2012,ARRB_xx_1291,ARRB_xx_1291,UN,NA,0.6342,0,0.3658,0.3658,-1,0.840232,0,1.676
353,48337KWEG2012,48337KWEG2012,ARRB_2009_1291,ARRB_2009_1291,UN,NA,0.6352,0,0.3648,0.3648,-1,0.839958,0,1.6953
3005,KW_2020_PI_02,KW_2020_PI_02,KW_2020_PI_08,KW_2020_PI_08,UN,NA,0.2867,0.7123,9e-04,0.3571,-1,0.821163,1,6.302
1175,ARPI_2013_4003,ARPI_2013_4003,OO_11_1,OO_11_1,UN,NA,0.4328,0.4413,0.1259,0.3466,-1,0.82589,1,5.2841
3004,KW_2020_PI_02,KW_2020_PI_02,KW_2020_PI_07,KW_2020_PI_07,UN,NA,0.3732,0.5812,0.0456,0.3362,-1,0.81952,1,6.1878
1601,B045,B045,KW1,KW1,UN,NA,0.3718,0.5964,0.0318,0.33,-1,0.81757,1,6.3718
3457,OO_01_1,OO_01_1,OO_14,OO_14,UN,NA,0.4085,0.5287,0.0628,0.3271,-1,0.818697,1,6.1302
3452,OO_01_1,OO_01_1,OO_10,OO_10,UN,NA,0.4272,0.5066,0.0662,0.3195,-1,0.817412,1,5.4183
3413,KW_Nfld_22_25,KW_Nfld_22_25,Or21_1,Or21_1,UN,NA,0.4173,0.5324,0.0503,0.3165,-1,0.815966,1,6.0748
2141,KW_2020_PG_02,KW_2020_PG_02,OO_18,OO_18,UN,NA,0.398,0.5731,0.0289,0.3155,-1,0.814603,1,6.1061
1912,KW1,KW1,KW2,KW2,UN,NA,0.4666,0.4494,0.084,0.3087,-1,0.816274,1,4.6946
3264,KW_2020_PI_12,KW_2020_PI_12,OO_10_1pos2,OO_10_1pos2,UN,NA,0.3855,0.6145,0,0.3073,-1,0.807419,1,6.0847
3168,KW_2020_PI_07,KW_2020_PI_07,OO_10_1pos2,OO_10_1pos2,UN,NA,0.3866,0.6134,0,0.3067,-1,0.802263,1,5.6703
3593,OO_07,OO_07,OO_10_1pos2,OO_10_1pos2,UN,NA,0.3885,0.6115,0,0.3057,-1,0.806471,1,5.9697
2197,KW_2020_PG_03,KW_2020_PG_03,OO_18,OO_18,UN,NA,0.4005,0.5892,0.0104,0.3049,-1,0.811553,1,5.8716
2411,KW_2020_PG_07,KW_2020_PG_07,OO_18,OO_18,UN,NA,0.4005,0.5892,0.0104,0.3049,-1,0.811556,1,5.8728
2436,KW_2020_PG_09,KW_2020_PG_09,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.3963,0.6037,0,0.3018,-1,0.809736,1,6.1993
2765,KW_2020_PG_19,KW_2020_PG_19,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.397,0.603,0,0.3015,-1,0.809776,1,6.356
3533,OO_04_1,OO_04_1,OO_06_1,OO_06_1,UN,NA,0.4503,0.5078,0.0419,0.2958,-1,0.811494,1,5.4131
993,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PG_16,KW_2020_PG_16,UN,NA,0.4087,0.5913,0,0.2956,-1,0.802072,1,5.2167
2618,KW_2020_PG_16,KW_2020_PG_16,KW_2020_PG_21,KW_2020_PG_21,UN,NA,0.412,0.588,0,0.294,-1,0.802194,1,5.1693
3149,KW_2020_PI_07,KW_2020_PI_07,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.4232,0.5768,0,0.2884,-1,0.800468,1,5.3661
3163,KW_2020_PI_07,KW_2020_PI_07,OO_07,OO_07,UN,NA,0.4272,0.5728,0,0.2864,-1,0.799881,1,5.348
3491,OO_02_1,OO_02_1,OO_05_1,OO_05_1,UN,NA,0.4382,0.5545,0.0073,0.2845,-1,0.807431,1,5.6744
3173,KW_2020_PI_07,KW_2020_PI_07,OO_15,OO_15,UN,NA,0.4317,0.5683,0,0.2842,-1,0.80611,1,5.5173
3489,OO_02_1,OO_02_1,OO_03_1,OO_03_1,UN,NA,0.4404,0.5529,0.0067,0.2832,-1,0.807135,1,5.6719
2582,KW_2020_PG_15,KW_2020_PG_15,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.4351,0.5649,0,0.2824,-1,0.805563,1,5.6893
1030,ARPI_2013_4001,ARPI_2013_4001,OO_11_1,OO_11_1,UN,NA,0.4385,0.5615,0,0.2808,-1,0.795903,1,4.7682
2596,KW_2020_PG_15,KW_2020_PG_15,OO_07,OO_07,UN,NA,0.439,0.561,0,0.2805,-1,0.804548,1,5.6979
2870,KW_2020_PG_21,KW_2020_PG_21,OO_11_1,OO_11_1,UN,NA,0.4415,0.5585,0,0.2792,-1,0.796015,1,4.6227
3174,KW_2020_PI_07,KW_2020_PI_07,OO_16,OO_16,UN,NA,0.4449,0.5551,0,0.2776,-1,0.805225,1,5.1721
2311,KW_2020_PG_06,KW_2020_PG_06,KW_2020_PG_07,KW_2020_PG_07,UN,NA,0.4452,0.5548,0,0.2774,-1,0.799292,1,5.3021
2148,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_06,KW_2020_PG_06,UN,NA,0.4454,0.5546,0,0.2773,-1,0.799271,1,5.2828
3425,OO_01,OO_01,OO_07_1pos2,OO_07_1pos2,UN,NA,0.4501,0.5463,0.0037,0.2768,-1,0.805736,1,4.9748
3446,OO_01_1,OO_01_1,OO_05_1,OO_05_1,UN,NA,0.4523,0.5477,0,0.2738,-1,0.803832,1,5.6277
1343,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PG_07,KW_2020_PG_07,UN,NA,0.4527,0.5473,0,0.2736,-1,0.799211,1,5.4012
1339,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PG_03,KW_2020_PG_03,UN,NA,0.453,0.547,0,0.2735,-1,0.799243,1,5.3665
3444,OO_01_1,OO_01_1,OO_03_1,OO_03_1,UN,NA,0.4536,0.5464,0,0.2732,-1,0.803705,1,5.4303
3708,OO_14,OO_14,OO_17,OO_17,UN,NA,0.4541,0.5459,0,0.2729,-1,0.800847,1,5.2436
3480,OO_02,OO_02,OO_14,OO_14,UN,NA,0.4545,0.5455,0,0.2727,-1,0.800818,1,5.0373
2156,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_18,KW_2020_PG_18,UN,NA,0.4552,0.5448,0,0.2724,-1,0.799664,1,5.3666
2370,KW_2020_PG_07,KW_2020_PG_07,KW_2020_PG_18,KW_2020_PG_18,UN,NA,0.4553,0.5447,0,0.2724,-1,0.799642,1,5.3156
2468,KW_2020_PG_11,KW_2020_PG_11,KW_2020_PG_15,KW_2020_PG_15,UN,NA,0.4557,0.5443,0,0.2722,-1,0.795144,1,4.7849
2358,KW_2020_PG_06,KW_2020_PG_06,OO_17,OO_17,UN,NA,0.4567,0.5433,0,0.2716,-1,0.795686,1,4.6576
2340,KW_2020_PG_06,KW_2020_PG_06,OO_02,OO_02,UN,NA,0.457,0.543,0,0.2715,-1,0.79573,1,4.6857
2244,KW_2020_PG_04,KW_2020_PG_04,OO_10_1pos2,OO_10_1pos2,UN,NA,0.4588,0.5412,0,0.2706,-1,0.800365,1,4.6606
2826,KW_2020_PG_20,KW_2020_PG_20,OO_10_1pos2,OO_10_1pos2,UN,NA,0.4595,0.5405,0,0.2702,-1,0.800369,1,4.6406
2325,KW_2020_PG_06,KW_2020_PG_06,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.4656,0.5344,0,0.2672,-1,0.792422,1,4.8777
3272,KW_2020_PI_12,KW_2020_PI_12,OO_18,OO_18,UN,NA,0.4669,0.5331,0,0.2665,-1,0.795781,1,4.9601
2579,KW_2020_PG_15,KW_2020_PG_15,KW_2020_PI_07,KW_2020_PI_07,UN,NA,0.4673,0.5327,0,0.2663,-1,0.79698,1,5.2058
1390,ARPI_2013_4006,ARPI_2013_4006,OO_17,OO_17,UN,NA,0.4681,0.5319,0,0.266,-1,0.795308,1,4.4037
1372,ARPI_2013_4006,ARPI_2013_4006,OO_02,OO_02,UN,NA,0.4682,0.5318,0,0.2659,-1,0.795331,1,4.488
2093,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_07,KW_2020_PG_07,UN,NA,0.474,0.5202,0.0058,0.2659,-1,0.803731,1,4.7763
2089,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_03,KW_2020_PG_03,UN,NA,0.4743,0.5199,0.0058,0.2657,-1,0.803704,1,4.6926
3601,OO_07,OO_07,OO_18,OO_18,UN,NA,0.4685,0.5315,0,0.2657,-1,0.795322,1,4.8117
2746,KW_2020_PG_18,KW_2020_PG_18,OO_17,OO_17,UN,NA,0.4688,0.5312,0,0.2656,-1,0.795637,1,4.5493
2728,KW_2020_PG_18,KW_2020_PG_18,OO_02,OO_02,UN,NA,0.4694,0.5306,0,0.2653,-1,0.79564,1,4.4805
1203,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PG_06,KW_2020_PG_06,UN,NA,0.4722,0.5278,0,0.2639,-1,0.800303,1,5.2814
3501,OO_02_1,OO_02_1,OO_13,OO_13,UN,NA,0.5154,0.4435,0.0412,0.2629,-1,0.805076,1,4.7178
1357,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.4753,0.5247,0,0.2623,-1,0.792349,1,4.7573
3475,OO_02,OO_02,OO_10,OO_10,UN,NA,0.4757,0.5243,0,0.2622,-1,0.799406,1,4.8205
3658,OO_10,OO_10,OO_17,OO_17,UN,NA,0.4759,0.5241,0,0.262,-1,0.799426,1,4.8962
2713,KW_2020_PG_18,KW_2020_PG_18,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.4776,0.5224,0,0.2612,-1,0.792641,1,4.6852
2650,KW_2020_PG_16,KW_2020_PG_16,OO_11_1,OO_11_1,UN,NA,0.4789,0.5211,0,0.2605,-1,0.792901,1,4.5117
3288,KW_2020_PI_13,KW_2020_PI_13,OO_06_1,OO_06_1,UN,NA,0.5064,0.4677,0.0259,0.2597,-1,0.803627,1,4.5446
3368,KW_2022_PI_01,KW_2022_PI_01,OO_02_1,OO_02_1,UN,NA,0.5312,0.4182,0.0505,0.2597,-1,0.80495,1,4.2787
1187,ARPI_2013_4004,ARPI_2013_4004,ARPI_2013_4006,ARPI_2013_4006,UN,NA,0.4834,0.5166,0,0.2583,-1,0.800331,1,5.188
3266,KW_2020_PI_12,KW_2020_PI_12,OO_11_1,OO_11_1,UN,NA,0.4847,0.5153,0,0.2577,-1,0.798215,1,5.0083
1211,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PG_18,KW_2020_PG_18,UN,NA,0.485,0.515,0,0.2575,-1,0.800554,1,5.0602
2035,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PG_06,KW_2020_PG_06,UN,NA,0.4931,0.4989,0.0079,0.2574,-1,0.802205,1,5.2841
2314,KW_2020_PG_06,KW_2020_PG_06,KW_2020_PG_12,KW_2020_PG_12,UN,NA,0.493,0.4993,0.0077,0.2574,-1,0.802187,1,5.2514
3030,KW_2020_PI_02,KW_2020_PI_02,OO_14,OO_14,UN,NA,0.4861,0.5139,0,0.257,-1,0.795968,1,4.9723
2485,KW_2020_PG_11,KW_2020_PG_11,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.4879,0.5121,0,0.256,-1,0.790286,1,4.3858
3595,OO_07,OO_07,OO_11_1,OO_11_1,UN,NA,0.4884,0.5116,0,0.2558,-1,0.797241,1,4.9767
2499,KW_2020_PG_11,KW_2020_PG_11,OO_07,OO_07,UN,NA,0.4919,0.5081,0,0.254,-1,0.789624,1,4.478
3286,KW_2020_PI_13,KW_2020_PI_13,OO_04_1,OO_04_1,UN,NA,0.4945,0.5052,3e-04,0.2529,-1,0.800906,1,4.8304
1218,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.4947,0.5053,0,0.2527,-1,0.793649,1,4.7623
2491,KW_2020_PG_11,KW_2020_PG_11,OO_01,OO_01,UN,NA,0.4983,0.5017,0,0.2509,-1,0.798684,1,4.6836
3015,KW_2020_PI_02,KW_2020_PI_02,OO_02,OO_02,UN,NA,0.4994,0.5006,0,0.2503,-1,0.798202,1,4.7909
3033,KW_2020_PI_02,KW_2020_PI_02,OO_17,OO_17,UN,NA,0.5,0.5,0,0.25,-1,0.79826,1,4.8862
2504,KW_2020_PG_11,KW_2020_PG_11,OO_10_1pos2,OO_10_1pos2,UN,NA,0.502,0.498,0,0.249,-1,0.791063,1,4.4937
1258,ARPI_2013_4005,ARPI_2013_4005,ARPI_2013_4007,ARPI_2013_4007,UN,NA,0.5269,0.4492,0.0239,0.2485,-1,0.80133,1,4.2431
2482,KW_2020_PG_11,KW_2020_PG_11,KW_2020_PI_07,KW_2020_PI_07,UN,NA,0.5043,0.4957,0,0.2479,-1,0.791077,1,4.2421
3443,OO_01_1,OO_01_1,OO_02_1,OO_02_1,UN,NA,0.51,0.4843,0.0057,0.2478,-1,0.800225,1,4.5199
2583,KW_2020_PG_15,KW_2020_PG_15,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.5058,0.4942,0,0.2471,-1,0.797001,1,4.639
3025,KW_2020_PI_02,KW_2020_PI_02,OO_10,OO_10,UN,NA,0.5085,0.4915,0,0.2457,-1,0.79447,1,4.4791
2922,KW_2020_PG_23,KW_2020_PG_23,KW_2020_PG_24,KW_2020_PG_24,UN,NA,0.5263,0.4573,0.0164,0.2451,-1,0.800268,1,4.3644
2667,KW_2020_PG_17,KW_2020_PG_17,KW_2020_PG_24,KW_2020_PG_24,UN,NA,0.5268,0.4563,0.0169,0.245,-1,0.800286,1,4.3616
2295,KW_2020_PG_05,KW_2020_PG_05,OO_08_1,OO_08_1,UN,NA,0.5234,0.4648,0.0118,0.2442,-1,0.799859,1,4.6711
1009,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.5135,0.4865,0,0.2432,-1,0.787478,1,4.0735
2043,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PG_18,KW_2020_PG_18,UN,NA,0.5236,0.4674,0.009,0.2427,-1,0.799412,1,4.9232
2520,KW_2020_PG_12,KW_2020_PG_12,KW_2020_PG_18,KW_2020_PG_18,UN,NA,0.5235,0.4676,0.0089,0.2427,-1,0.799412,1,4.8376
1233,ARPI_2013_4004,ARPI_2013_4004,OO_02,OO_02,UN,NA,0.5156,0.4844,0,0.2422,-1,0.796205,1,4.6412
1251,ARPI_2013_4004,ARPI_2013_4004,OO_17,OO_17,UN,NA,0.5155,0.4845,0,0.2422,-1,0.796279,1,4.6339
3135,KW_2020_PI_06,KW_2020_PI_06,OO_11,OO_11,UN,NA,0.537,0.4422,0.0209,0.2419,-1,0.799906,1,4.2509
3100,KW_2020_PI_05,KW_2020_PI_05,OO_11,OO_11,UN,NA,0.5387,0.4389,0.0223,0.2418,-1,0.799958,1,4.012
1023,ARPI_2013_4001,ARPI_2013_4001,OO_07,OO_07,UN,NA,0.5165,0.4835,0,0.2417,-1,0.78669,1,4.1071
2849,KW_2020_PG_21,KW_2020_PG_21,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.5167,0.4833,0,0.2417,-1,0.787651,1,4.0572
2355,KW_2020_PG_06,KW_2020_PG_06,OO_14,OO_14,UN,NA,0.517,0.483,0,0.2415,-1,0.78769,1,4.4881
1346,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PG_12,KW_2020_PG_12,UN,NA,0.5231,0.4714,0.0055,0.2412,-1,0.798917,1,4.9219
1337,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PG_01,KW_2020_PG_01,UN,NA,0.5235,0.4709,0.0057,0.2411,-1,0.798914,1,4.8806
2473,KW_2020_PG_11,KW_2020_PG_11,KW_2020_PG_20,KW_2020_PG_20,UN,NA,0.5797,0.3601,0.0602,0.2403,-1,0.801709,1,4.0703
2206,KW_2020_PG_04,KW_2020_PG_04,KW_2020_PG_11,KW_2020_PG_11,UN,NA,0.58,0.3597,0.0603,0.2402,-1,0.801698,1,4.1072
2863,KW_2020_PG_21,KW_2020_PG_21,OO_07,OO_07,UN,NA,0.5196,0.4804,0,0.2402,-1,0.786718,1,3.9818
2629,KW_2020_PG_16,KW_2020_PG_16,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.5197,0.4803,0,0.2401,-1,0.786091,1,4.1281
2349,KW_2020_PG_06,KW_2020_PG_06,OO_09_1,OO_09_1,UN,NA,0.5215,0.4785,0,0.2392,-1,0.793078,1,4.3084
2643,KW_2020_PG_16,KW_2020_PG_16,OO_07,OO_07,UN,NA,0.5242,0.4758,0,0.2379,-1,0.785266,1,4.0104
1387,ARPI_2013_4006,ARPI_2013_4006,OO_14,OO_14,UN,NA,0.5286,0.4714,0,0.2357,-1,0.787571,1,4.2871
1132,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PG_06,KW_2020_PG_06,UN,NA,0.5296,0.4704,0,0.2352,-1,0.795935,1,4.4346
2743,KW_2020_PG_18,KW_2020_PG_18,OO_14,OO_14,UN,NA,0.53,0.47,0,0.235,-1,0.787833,1,4.3358
1381,ARPI_2013_4006,ARPI_2013_4006,OO_09_1,OO_09_1,UN,NA,0.5324,0.4676,0,0.2338,-1,0.792599,1,4.2121
2737,KW_2020_PG_18,KW_2020_PG_18,OO_09_1,OO_09_1,UN,NA,0.5363,0.4637,0,0.2318,-1,0.793043,1,4.2749
2350,KW_2020_PG_06,KW_2020_PG_06,OO_10,OO_10,UN,NA,0.5399,0.4601,0,0.23,-1,0.786251,1,4.2186
1116,ARPI_2013_4003,ARPI_2013_4003,ARPI_2013_4006,ARPI_2013_4006,UN,NA,0.5414,0.4586,0,0.2293,-1,0.795908,1,4.3049
1140,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PG_18,KW_2020_PG_18,UN,NA,0.5434,0.4563,3e-04,0.2284,-1,0.796167,1,4.2603
1382,ARPI_2013_4006,ARPI_2013_4006,OO_10,OO_10,UN,NA,0.5515,0.4485,0,0.2242,-1,0.786138,1,4.07
2738,KW_2020_PG_18,KW_2020_PG_18,OO_10,OO_10,UN,NA,0.5532,0.4468,0,0.2234,-1,0.786415,1,4.015
1147,ARPI_2013_4003,ARPI_2013_4003,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.5589,0.4411,0,0.2205,-1,0.788837,1,3.9988
2212,KW_2020_PG_04,KW_2020_PG_04,KW_2020_PG_19,KW_2020_PG_19,UN,NA,0.5621,0.4379,0,0.2189,-1,0.791658,1,3.708
2205,KW_2020_PG_04,KW_2020_PG_04,KW_2020_PG_09,KW_2020_PG_09,UN,NA,0.5623,0.4377,0,0.2188,-1,0.791727,1,3.6424
2423,KW_2020_PG_09,KW_2020_PG_09,KW_2020_PG_20,KW_2020_PG_20,UN,NA,0.5623,0.4377,0,0.2188,-1,0.791733,1,3.75
2752,KW_2020_PG_19,KW_2020_PG_19,KW_2020_PG_20,KW_2020_PG_20,UN,NA,0.5623,0.4377,0,0.2188,-1,0.791684,1,3.7059
3031,KW_2020_PI_02,KW_2020_PI_02,OO_15,OO_15,UN,NA,0.5629,0.4371,0,0.2186,-1,0.788768,1,4.0791
3267,KW_2020_PI_12,KW_2020_PI_12,OO_13,OO_13,UN,NA,0.5724,0.4276,0,0.2138,-1,0.785915,1,3.9001
3596,OO_07,OO_07,OO_13,OO_13,UN,NA,0.5729,0.4271,0,0.2135,-1,0.785627,1,4.0976
1162,ARPI_2013_4003,ARPI_2013_4003,OO_02,OO_02,UN,NA,0.5765,0.4235,0,0.2118,-1,0.791596,1,3.912
1180,ARPI_2013_4003,ARPI_2013_4003,OO_17,OO_17,UN,NA,0.5768,0.4232,0,0.2116,-1,0.791672,1,3.9231
1248,ARPI_2013_4004,ARPI_2013_4004,OO_14,OO_14,UN,NA,0.5785,0.4215,0,0.2107,-1,0.789098,1,3.8756
3032,KW_2020_PI_02,KW_2020_PI_02,OO_16,OO_16,UN,NA,0.5819,0.4181,0,0.2091,-1,0.787647,1,3.7764
3026,KW_2020_PI_02,KW_2020_PI_02,OO_10_1pos2,OO_10_1pos2,UN,NA,0.5941,0.4059,0,0.203,-1,0.780595,1,3.6759
3078,KW_2020_PI_05,KW_2020_PI_05,KW_2020_PI_08,KW_2020_PI_08,UN,NA,0.6296,0.3362,0.0343,0.2024,-1,0.792952,1,3.1916
3113,KW_2020_PI_06,KW_2020_PI_06,KW_2020_PI_08,KW_2020_PI_08,UN,NA,0.6282,0.3396,0.0323,0.202,-1,0.792785,1,3.3103
3249,KW_2020_PI_12,KW_2020_PI_12,KW_2022_PI_01,KW_2022_PI_01,UN,NA,0.5966,0.4034,0,0.2017,-1,0.784937,1,3.56
3373,KW_2022_PI_01,KW_2022_PI_01,OO_07,OO_07,UN,NA,0.5971,0.4029,0,0.2014,-1,0.784586,1,3.5341
2486,KW_2020_PG_11,KW_2020_PG_11,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.6314,0.3361,0.0325,0.2006,-1,0.792512,1,3.6585
1243,ARPI_2013_4004,ARPI_2013_4004,OO_10,OO_10,UN,NA,0.6024,0.3976,0,0.1988,-1,0.787619,1,3.7943
3667,OO_10_1pos2,OO_10_1pos2,OO_14,OO_14,UN,NA,0.6029,0.3971,0,0.1986,-1,0.780796,1,3.4747
2619,KW_2020_PG_16,KW_2020_PG_16,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.6048,0.3952,0,0.1976,-1,0.788985,1,3.875
3498,OO_02_1,OO_02_1,OO_10_1pos2,OO_10_1pos2,UN,NA,0.6083,0.3917,0,0.1959,-1,0.785875,1,3.8916
2091,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_05,KW_2020_PG_05,UN,NA,0.6191,0.3705,0.0104,0.1956,-1,0.790351,1,3.532
1244,ARPI_2013_4004,ARPI_2013_4004,OO_10_1pos2,OO_10_1pos2,UN,NA,0.6175,0.3825,0,0.1913,-1,0.777166,1,3.3868
2807,KW_2020_PG_20,KW_2020_PG_20,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.6259,0.3741,0,0.187,-1,0.777894,1,3.3455
2225,KW_2020_PG_04,KW_2020_PG_04,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.6264,0.3736,0,0.1868,-1,0.777915,1,3.2793
3651,OO_10,OO_10,OO_10_1pos2,OO_10_1pos2,UN,NA,0.6291,0.3709,0,0.1854,-1,0.779396,1,3.4006
2821,KW_2020_PG_20,KW_2020_PG_20,OO_07,OO_07,UN,NA,0.6294,0.3706,0,0.1853,-1,0.777257,1,3.2729
2239,KW_2020_PG_04,KW_2020_PG_04,OO_07,OO_07,UN,NA,0.6296,0.3704,0,0.1852,-1,0.777292,1,3.1944
3456,OO_01_1,OO_01_1,OO_13,OO_13,UN,NA,0.6343,0.3657,0,0.1829,-1,0.786862,1,3.5026
2526,KW_2020_PG_12,KW_2020_PG_12,KW_2020_PG_24,KW_2020_PG_24,UN,NA,0.6699,0.2946,0.0354,0.1827,-1,0.789214,1,3.2549
2049,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PG_24,KW_2020_PG_24,UN,NA,0.6704,0.2941,0.0355,0.1826,-1,0.78918,1,3.2098
3670,OO_10_1pos2,OO_10_1pos2,OO_17,OO_17,UN,NA,0.6375,0.3625,0,0.1813,-1,0.778485,1,3.4098
3476,OO_02,OO_02,OO_10_1pos2,OO_10_1pos2,UN,NA,0.6387,0.3613,0,0.1807,-1,0.778355,1,3.3792
3176,KW_2020_PI_07,KW_2020_PI_07,OO_18,OO_18,UN,NA,0.6399,0.3601,0,0.18,-1,0.779252,1,3.4846
3682,OO_11,OO_11,OO_18,OO_18,UN,NA,0.6423,0.3567,0.001,0.1794,-1,0.786689,1,3.4115
3626,OO_08_1,OO_08_1,OO_11_1,OO_11_1,UN,NA,0.6457,0.35,0.0043,0.1793,-1,0.786864,1,3.4896
2133,KW_2020_PG_02,KW_2020_PG_02,OO_10_1pos2,OO_10_1pos2,UN,NA,0.6418,0.3582,0,0.1791,-1,0.778764,1,3.2398
1177,ARPI_2013_4003,ARPI_2013_4003,OO_14,OO_14,UN,NA,0.6424,0.3576,0,0.1788,-1,0.784464,1,3.4542
3366,KW_2022_PI_01,KW_2022_PI_01,OO_01_1,OO_01_1,UN,NA,0.6548,0.3354,0.0098,0.1775,-1,0.786808,1,3.3256
2226,KW_2020_PG_04,KW_2020_PG_04,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.6882,0.2721,0.0397,0.1757,-1,0.788083,1,3.2921
2808,KW_2020_PG_20,KW_2020_PG_20,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.6883,0.272,0.0397,0.1757,-1,0.788074,1,3.2527
2608,KW_2020_PG_15,KW_2020_PG_15,OO_17,OO_17,UN,NA,0.6604,0.3396,0,0.1698,-1,0.779303,1,3.4
3558,OO_05_1,OO_05_1,OO_10_1pos2,OO_10_1pos2,UN,NA,0.6607,0.3393,0,0.1696,-1,0.779733,1,3.3202
2590,KW_2020_PG_15,KW_2020_PG_15,OO_02,OO_02,UN,NA,0.6617,0.3383,0,0.1692,-1,0.77914,1,3.3481
